Symbol,Date,Close
TSLA,8/2/2018 16:00:00,23.3
TSLA,8/3/2018 16:00:00,23.21
TSLA,8/6/2018 16:00:00,22.8
TSLA,8/7/2018 16:00:00,25.3
TSLA,8/8/2018 16:00:00,24.69
TSLA,8/9/2018 16:00:00,23.5
TSLA,8/10/2018 16:00:00,23.7
TSLA,8/13/2018 16:00:00,23.76
TSLA,8/14/2018 16:00:00,23.18
TSLA,8/15/2018 16:00:00,22.58
TSLA,8/16/2018 16:00:00,22.36
TSLA,8/17/2018 16:00:00,20.37
TSLA,8/20/2018 16:00:00,20.56
TSLA,8/21/2018 16:00:00,21.46
TSLA,8/22/2018 16:00:00,21.44
TSLA,8/23/2018 16:00:00,21.34
TSLA,8/24/2018 16:00:00,21.52
TSLA,8/27/2018 16:00:00,21.28
TSLA,8/28/2018 16:00:00,20.79
TSLA,8/29/2018 16:00:00,20.33
TSLA,8/30/2018 16:00:00,20.21
TSLA,8/31/2018 16:00:00,20.11
TSLA,9/4/2018 16:00:00,19.26
TSLA,9/5/2018 16:00:00,18.72
TSLA,9/6/2018 16:00:00,18.73
TSLA,9/7/2018 16:00:00,17.55
TSLA,9/10/2018 16:00:00,19.03
TSLA,9/11/2018 16:00:00,18.63
TSLA,9/12/2018 16:00:00,19.37
TSLA,9/13/2018 16:00:00,19.3
TSLA,9/14/2018 16:00:00,19.68
TSLA,9/17/2018 16:00:00,19.66
TSLA,9/18/2018 16:00:00,19
TSLA,9/19/2018 16:00:00,19.93
TSLA,9/20/2018 16:00:00,19.89
TSLA,9/21/2018 16:00:00,19.94
TSLA,9/24/2018 16:00:00,19.98
TSLA,9/25/2018 16:00:00,20.07
TSLA,9/26/2018 16:00:00,20.64
TSLA,9/27/2018 16:00:00,20.5
TSLA,9/28/2018 16:00:00,17.65
TSLA,10/1/2018 16:00:00,20.71
TSLA,10/2/2018 16:00:00,20.07
TSLA,10/3/2018 16:00:00,19.65
TSLA,10/4/2018 16:00:00,18.79
TSLA,10/5/2018 16:00:00,17.46
TSLA,10/8/2018 16:00:00,16.7
TSLA,10/9/2018 16:00:00,17.52
TSLA,10/10/2018 16:00:00,17.13
TSLA,10/11/2018 16:00:00,16.82
TSLA,10/12/2018 16:00:00,17.25
TSLA,10/15/2018 16:00:00,17.31
TSLA,10/16/2018 16:00:00,18.44
TSLA,10/17/2018 16:00:00,18.12
TSLA,10/18/2018 16:00:00,17.59
TSLA,10/19/2018 16:00:00,17.33
TSLA,10/22/2018 16:00:00,17.4
TSLA,10/23/2018 16:00:00,19.61
TSLA,10/24/2018 16:00:00,19.23
TSLA,10/25/2018 16:00:00,20.99
TSLA,10/26/2018 16:00:00,22.06
TSLA,10/29/2018 16:00:00,22.32
TSLA,10/30/2018 16:00:00,21.99
TSLA,10/31/2018 16:00:00,22.49
TSLA,11/1/2018 16:00:00,22.95
TSLA,11/2/2018 16:00:00,23.09
TSLA,11/5/2018 16:00:00,22.76
TSLA,11/6/2018 16:00:00,22.74
TSLA,11/7/2018 16:00:00,23.21
TSLA,11/8/2018 16:00:00,23.43
TSLA,11/9/2018 16:00:00,23.37
TSLA,11/12/2018 16:00:00,22.09
TSLA,11/13/2018 16:00:00,22.58
TSLA,11/14/2018 16:00:00,22.93
TSLA,11/15/2018 16:00:00,23.23
TSLA,11/16/2018 16:00:00,23.62
TSLA,11/19/2018 16:00:00,23.56
TSLA,11/20/2018 16:00:00,23.17
TSLA,11/21/2018 16:00:00,22.55
TSLA,11/23/2018 13:00:00,21.72
TSLA,11/26/2018 16:00:00,23.07
TSLA,11/27/2018 16:00:00,22.93
TSLA,11/28/2018 16:00:00,23.19
TSLA,11/29/2018 16:00:00,22.74
TSLA,11/30/2018 16:00:00,23.37
TSLA,12/3/2018 16:00:00,23.9
TSLA,12/4/2018 16:00:00,23.98
TSLA,12/6/2018 16:00:00,24.2
TSLA,12/7/2018 16:00:00,23.86
TSLA,12/10/2018 16:00:00,24.34
TSLA,12/11/2018 16:00:00,24.45
TSLA,12/12/2018 16:00:00,24.44
TSLA,12/13/2018 16:00:00,25.12
TSLA,12/14/2018 16:00:00,24.38
TSLA,12/17/2018 16:00:00,23.23
TSLA,12/18/2018 16:00:00,22.47
TSLA,12/19/2018 16:00:00,22.2
TSLA,12/20/2018 16:00:00,21.03
TSLA,12/21/2018 16:00:00,21.32
TSLA,12/24/2018 13:00:00,19.69
TSLA,12/26/2018 16:00:00,21.74
TSLA,12/27/2018 16:00:00,21.08
TSLA,12/28/2018 16:00:00,22.26
TSLA,12/31/2018 16:00:00,22.19
TSLA,1/2/2019 16:00:00,20.67
TSLA,1/3/2019 16:00:00,20.02
TSLA,1/4/2019 16:00:00,21.18
